restaurant_id,name,price,city,region,timing,rating_type,rating,votes,url
1,Hitchki,1200.0,Mumbai,First International Financial Centre-- Bandra Kurla Complex,12noon to 130am(Mon-Sun),Excellent,4.9,3529.0,https://www.zomato.com/mumbai/hitchki-bandra-kurla-complex/info
2,Baba Falooda,400.0,Mumbai,Mahim,2pm to 1am(Mon-Sun),Very Good,4.4,1723.0,https://www.zomato.com/mumbai/baba-falooda-mahim/info
3,Chin Chin Chu,1800.0,Mumbai,Juhu,12noon to 1am(Mon-Sun),Very Good,4.2,337.0,https://www.zomato.com/mumbai/chin-chin-chu-juhu/info
4,Butterfly High,1000.0,Mumbai,Bandra Kurla Complex,12noon to 130am(Mon-Sun),Very Good,4.3,1200.0,https://www.zomato.com/mumbai/butterfly-high-bandra-kurla-complex/info
5,BKC  DIVE,1200.0,Mumbai,Bandra Kurla Complex,1130am to 1am(Mon-Sun),Veľmi dobré,4.4,5995.0,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex/info
6,Flea Bazaar Café,800.0,Mumbai,Flea Bazaar Café,12noon to 1am(Mon-Sun),Very Good,4.2,2042.0,https://www.zomato.com/fleabazaarcafe/info
7,Persian Darbar,1300.0,Mumbai,Marol,10am to 3am(Mon-Sun),Excellent,4.5,3058.0,https://www.zomato.com/mumbai/persian-darbar-marol/info
8,Tanatan,1500.0,Mumbai,Juhu,12noon to 130am(Mon-Sun),Excellent,4.7,1842.0,https://www.zomato.com/mumbai/tanatan-juhu/info
9,Cafe Safar,600.0,Mumbai,Oshiwara-- Andheri West,11am to 1am(Mon-Sun),Very Good,4.0,2797.0,https://www.zomato.com/mumbai/cafe-safar-oshiwara/info
10,Plum by Bent Chair,1800.0,Mumbai,Kamala Mills Compound,12noon to 1am(Mon-Sun),Excellent,4.7,1876.0,https://www.zomato.com/mumbai/plum-by-bent-chair-lower-parel/info
11,Angrezi Dhaba,1500.0,Mumbai,Dadar West,12noon to 1am(Mon-Sun),Excellent,4.5,2092.0,https://www.zomato.com/mumbai/angrezi-dhaba-1-dadar-west/info
12,Raasta,1200.0,Mumbai,Khar,12noon to 1am(Mon-Sun),Very Good,4.0,3191.0,https://www.zomato.com/mumbai/raasta-khar/info
13,Todi Mill Social,1400.0,Mumbai,Lower Parel,"9am to 1am(Mon),9am to 130am(Tue-Sun)",Excellent,4.6,5805.0,https://www.zomato.com/TodiMillSocial/info
14,Burn - Bar & Kitchen,1100.0,Mumbai,Bandra Kurla Complex,"1130am to 5am(Mon),1130am to 130am(Tue,Wed...",Very Good,4.1,1510.0,https://www.zomato.com/mumbai/burn-bar-kitchen-bandra-kurla-complex/info
15,145 Bandra,1300.0,Mumbai,Pali Hill-- Bandra West,12noon to 130am(Mon-Sun),Very Good,4.2,1552.0,https://www.zomato.com/mumbai/145-bandra-pali-hill-bandra-west/info
16,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
17,Cafe Zoe,2000.0,Mumbai,Lower Parel,730am to 130am(Mon-Sun),Very Good,4.1,3283.0,https://www.zomato.com/mumbai/cafe-zoe-lower-parel/info
18,Ustaadi,1200.0,Mumbai,Mumbai CST Area,"12noon to 4pm,7pm to 4am(Mon-Sun)",Very Good,4.3,1088.0,https://www.zomato.com/mumbai/ustaadi-cst/info
19,Cafe Maaz,350.0,Mumbai,Bhandup,8am to 1230AM(Mon-Sun),Very Good,4.0,881.0,https://www.zomato.com/mumbai/cafe-maaz-bhandup/info
20,Carter's Blue,900.0,Mumbai,Malad West,12noon to 1230AM(Mon-Sun),Good,3.9,898.0,https://www.zomato.com/mumbai/carters-blue-malad-west/info
21,Rajasthan,700.0,Mumbai,Khar,12noon to 1am(Mon-Sun),Good,3.8,688.0,https://www.zomato.com/mumbai/rajasthan-khar/info
22,Harry's Bar + Cafe,1500.0,Mumbai,Powai,"Closed(Mon),12noon to 130am(Tue-Sun)",Very Good,4.0,1967.0,https://www.zomato.com/mumbai/harrys-bar-cafe-powai/info
23,New Ajwa Family Restaurant,500.0,Mumbai,Marol,10am to 4am(Mon-Sun),Very Good,4.4,316.0,https://www.zomato.com/mumbai/new-ajwa-family-restaurant-marol/info
24,Singh Saab,1600.0,Mumbai,Chembur,"12noon to 3pm,7pm to 1230AM(Mon-Sun)",Excellent,4.5,2214.0,https://www.zomato.com/mumbai/singh-saab-chembur/info
25,Kasbah Grand,1400.0,Mumbai,Goregaon West,"12noon to 130am(Mon-Fri),12noon to 3am(Sat-Sun)",Very Good,4.0,2280.0,https://www.zomato.com/mumbai/kasbah-grand-goregaon-west/info
26,Elementaria Bakery Cafe,800.0,Mumbai,Lower Parel,10am to 130am(Mon-Sun),Very Good,4.1,693.0,https://www.zomato.com/mumbai/elementaria-bakery-cafe-lower-parel/info
27,Angrezi Patiyalaa,1200.0,Mumbai,Andheri Lokhandwala-- Andheri West,12noon to 1230AM(Mon-Sun),Excellent,4.5,271.0,https://www.zomato.com/mumbai/angrezi-patiyalaa-andheri-lokhandwala/info
28,Door No.1,1500.0,Mumbai,Reclamation-- Bandra West,11am to 1am(Mon-Sun),Very Good,4.4,870.0,https://www.zomato.com/mumbai/door-no-1-reclamation-bandra-west/info
29,Natural Ice Cream,150.0,Mumbai,Vile Parle East,11am to 1am(Mon-Sun),Very Good,4.3,621.0,https://www.zomato.com/mumbai/natural-ice-cream-vile-parle-east/info
30,Punjab Grill,2000.0,Mumbai,Palladium Mall-- Lower Parel,12noon to 1am(Mon-Sun),Velmi dobré,4.4,3376.0,https://www.zomato.com/mumbai/punjab-grill-lower-parel/info
31,Locco Eatery & Bar,1400.0,Mumbai,CBD-Belapur,12noon to 130am(Mon-Sun),Very Good,4.3,424.0,https://www.zomato.com/mumbai/locco-eatery-bar-cbd-belapur-navi-mumbai/info
32,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
33,Hotel Annapoorna Refreshments,400.0,Mumbai,Ghansoli,1030am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/hotel-annapoorna-refreshments-ghansoli-navi-mumbai/info
34,Breadkart,400.0,Mumbai,Borivali West,4pm to 230am(Mon-Sun),Good,3.6,38.0,https://www.zomato.com/mumbai/breadkart-borivali-west/info
35,Biryani 9,600.0,Mumbai,Near Andheri East Station,11am to 3am(Mon-Sun),,,,https://www.zomato.com/mumbai/biryani-9-near-andheri-east-station/info
36,The Lemon Grass,300.0,Mumbai,Vasai,"12noon to 330pm,430pm to 2am(Mon-Sun)",Average,3.4,33.0,https://www.zomato.com/mumbai/the-lemon-grass-2-vasai/info
37,D Fusion Flavours,350.0,Mumbai,Goregaon East,"12noon to 330pm,7pm to 3am(Mon-Sun)",,,,https://www.zomato.com/mumbai/d-fusion-flavours-goregaon-east/info
38,Chote Nawab,550.0,Mumbai,Chembur,"12midnight to 130am,12noon to 12midnight...",Very Good,4.0,264.0,https://www.zomato.com/mumbai/chote-nawab-chembur/info
39,Hari Om Sai,300.0,Mumbai,Castle Mill-- Thane West,11am to 1230AM(Mon-Sun),Average,3.4,8.0,https://www.zomato.com/mumbai/hari-om-sai-castle-mill-thane-west/info
40,Nation Tadka,400.0,Mumbai,Worli,12noon to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/nation-tadka-worli/info
41,Persian Hub Family Restaurant,450.0,Mumbai,Malad West,"12noon to 330pm,7pm to 330am(Mon,Tue,Wed...",Average,3.0,72.0,https://www.zomato.com/mumbai/persian-hub-family-restaurant-malad-west/info
42,Magdalena,500.0,Mumbai,Parel,10am to 1230AM(Mon-Sun),Average,3.4,10.0,https://www.zomato.com/mumbai/magdalena-parel/info
43,United Food Nation,500.0,Mumbai,Vasant Vihar-- Thane West,1pm to 1am(Mon-Sun),Very Good,4.1,303.0,https://www.zomato.com/mumbai/united-food-nation-vasant-vihar-thane-west-thane/info
44,Frisbees,600.0,Mumbai,Andheri Lokhandwala-- Andheri West,12noon to 12midnight(Mon-Sun),Very Good,4.3,2266.0,https://www.zomato.com/mumbai/frisbees-andheri-lokhandwala/info
45,Bombay Vintage,1300.0,Mumbai,Colaba,12noon to 12midnight(Mon-Sun),Very Good,4.2,437.0,https://www.zomato.com/mumbai/bombay-vintage-1-colaba/info
46,Arya Bhavan,400.0,Mumbai,Nariman Point,7am to 11pm(Mon-Sun),Very Good,4.0,210.0,https://www.zomato.com/mumbai/arya-bhavan-1-nariman-point/info
47,Chaubara 601,1000.0,Mumbai,Naupada-- Thane West,530pm to 1130pm(Mon-Sun),Very Good,4.2,892.0,https://www.zomato.com/mumbai/chaubara-601-naupada-thane-west/info
48,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
49,Queen Margherita's Pizzeria,600.0,Mumbai,Malad West,"12noon to 11pm(Mon-Thu),12noon to 1130pm(Fri-Sun)",Excellent,4.5,107.0,https://www.zomato.com/mumbai/queen-margheritas-pizzeria-malad-west/info
50,The Burger Brasserie,650.0,Mumbai,Andheri Lokhandwala-- Andheri West,1030am to 12midnight(Mon-Sun),Very Good,4.4,927.0,https://www.zomato.com/mumbai/the-burger-brasserie-andheri-lokhandwala/info
51,Spice Republic,1200.0,Mumbai,Borivali West,1130am to 1145pm(Mon-Sun),Excellent,4.6,1292.0,https://www.zomato.com/mumbai/spice-republic-borivali-west/info
52,Fleur - The Fern Goregaon,1200.0,Mumbai,Goregaon East,7am to 11pm(Mon-Sun),Very Good,4.2,962.0,https://www.zomato.com/mumbai/fleur-the-fern-goregaon-goregaon-east/info
53,Cat Café Studio,300.0,Mumbai,Versova-- Andheri West,10am to 11pm(Mon-Sun),Very Good,4.2,575.0,https://www.zomato.com/mumbai/cat-café-studio-1-versova/info
54,Thotrin Cafe,650.0,Mumbai,Santacruz East,12noon to 11pm(Mon-Sun),Very Good,4.2,227.0,https://www.zomato.com/mumbai/thotrin-cafe-santacruz-east/info
55,Udipi Vihar,450.0,Mumbai,Goregaon East,8am to 12midnight(Mon-Sun),Good,3.8,572.0,https://www.zomato.com/mumbai/udipi-vihar-goregaon-east/info
56,B MAD - The Restaurant,1200.0,Mumbai,Mulund West,"12noon to 3pm,6pm to 12midnight(Mon-Sun)",Very Good,4.2,1071.0,https://www.zomato.com/mumbai/b-mad-the-restaurant-1-mulund-west/info
57,Landmark Restaurant Veg Diet,700.0,Mumbai,Malad West,9am to 1145pm(Mon-Sun),Good,3.9,1067.0,https://www.zomato.com/LandmarkRestaurantVegDiet/info
58,Matka Khichdi,400.0,Mumbai,Marol,"12noon to 1030pm(Mon-Thu),12noon to 11pm(Fri-Sun)",Very Good,4.1,222.0,https://www.zomato.com/mumbai/matka-khichdi-marol/info
59,Aavakay,1000.0,Mumbai,Kandivali East,"1150am to 330pm,630pm to 12midnight...",Very Good,4.3,494.0,https://www.zomato.com/mumbai/aavakay-kandivali-east/info
60,Little West Pizza,600.0,Mumbai,Borivali West,12noon to 12midnight(Mon-Sun),Excellent,4.6,348.0,https://www.zomato.com/mumbai/little-west-pizza-borivali-west/info
61,Prashant Corner,300.0,Mumbai,Panch Pakhadi-- Thane West,9am to 10pm(Mon-Sun),Very Good,4.3,494.0,https://www.zomato.com/mumbai/prashant-corner-panch-pakhadi-thane-west/info
62,Viaan,900.0,Mumbai,Mahakali,"7am to 10am,1230pm to 330pm,7pm to 1130pm...",Very Good,4.3,606.0,https://www.zomato.com/mumbai/viaan-mahakali/info
63,Deepak,550.0,Mumbai,Borivali West,8am to 12midnight(Mon-Sun),Good,3.9,692.0,https://www.zomato.com/mumbai/deepak-borivali-west/info
64,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
65,Sarvodaya Pure Veg,700.0,Mumbai,Near Andheri East Station,9am to 1130pm(Mon-Sun),Good,3.9,814.0,https://www.zomato.com/mumbai/sarvodaya-pure-veg-near-andheri-east-station/info
66,Street Gourmet,600.0,Mumbai,Borivali West,"930am to 1130pm(Mon-Thu),930am to 1152pm...",Good,3.7,866.0,https://www.zomato.com/mumbai/street-gourmet-borivali-west/info
67,Downtown China,750.0,Mumbai,Andheri Lokhandwala-- Andheri West,12noon to 12midnight(Mon-Sun),Excellent,4.8,162.0,https://www.zomato.com/mumbai/downtown-china-andheri-lokhandwala/info
68,West Coast Grill,700.0,Mumbai,Airoli,12noon to 11pm(Mon-Sun),Very Good,4.1,1764.0,https://www.zomato.com/mumbai/west-coast-grill-airoli-navi-mumbai/info
69,Ray's Cafe & Pizzeria,1400.0,Mumbai,Hill Road-- Bandra West,"12noon to 11pm(Mon-Thu),12noon to 1130pm(Fri-Sun)",Very Good,4.1,1960.0,https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west/info
70,The Yellow Chilli,1300.0,Mumbai,Dadar West,"12noon to 330pm,7pm to 11pm(Mon-Sun)",Very Good,4.1,588.0,https://www.zomato.com/mumbai/the-yellow-chilli-dadar-west/info
71,Wok Express,700.0,Mumbai,Pali Hill-- Bandra West,11am to 12midnight(Mon-Sun),Good,3.9,1442.0,https://www.zomato.com/mumbai/wok-express-pali-hill-bandra-west/info
72,Kuai Kitchen,1500.0,Mumbai,Colaba,"12noon to 330pm,7pm to 1115pm(Mon-Sun)",Very Good,4.2,1107.0,https://www.zomato.com/mumbai/kuai-kitchen-colaba/info
73,Dale's Eden Cake Shop,600.0,Mumbai,Andheri Lokhandwala-- Andheri West,9am to 12midnight(Mon-Sun),Very Good,4.1,706.0,https://www.zomato.com/mumbai/dales-eden-cake-shop-andheri-lokhandwala/info
74,La Folie Lab,1400.0,Mumbai,Hill Road-- Bandra West,"830am to 11pm(Mon-Fri),830am to 12midnight...",Very Good,4.2,877.0,https://www.zomato.com/mumbai/la-folie-lab-hill-road-bandra-west/info
75,Kusum Rolls,250.0,Mumbai,Mira Road,11am to 11pm(Mon-Sun),Very Good,4.1,728.0,https://www.zomato.com/mumbai/kusum-rolls-mira-road/info
76,Jimmy Boy,800.0,Mumbai,Fort,"830am to 11pm(Mon-Sat),11am to 4pm,7pm to 11pm...",Very Good,4.1,1616.0,https://www.zomato.com/mumbai/jimmy-boy-fort/info
77,Ceremonial Kitchen & Co,1000.0,Mumbai,Ghodbunder Road,1130am to 1130pm(Mon-Sun),Excellent,4.6,350.0,https://www.zomato.com/mumbai/ceremonial-kitchen-co-ghodbunder-road-thane/info
78,Markaz Restaurant,800.0,Mumbai,Jogeshwari,11am to 12midnight(Mon-Sun),Good,3.8,478.0,https://www.zomato.com/mumbai/markaz-restaurant-jogeshwari/info
79,Royal Garden,550.0,Mumbai,Malad West,"1130am to 3pm,645pm to 1245AM(Mon-Sun)",Average,3.3,33.0,https://www.zomato.com/mumbai/royal-garden-malad-west/info
80,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
81,New Mezban Restaurant,500.0,Mumbai,Malad West,"12noon to 4pm,7pm to 145am(Mon-Sun)",Average,3.3,23.0,https://www.zomato.com/mumbai/new-mezban-restaurant-malad-west/info
82,Vishwa Lunch Home,250.0,Mumbai,Vashi,"11am to 330pm,6pm to 1245AM(Mon-Sun)",Good,3.5,44.0,https://www.zomato.com/mumbai/vishwa-lunch-home-vashi-navi-mumbai/info
83,Agrawal's Juice N Fast Food,300.0,Mumbai,Ghatkopar East,12noon to 1245AM(Mon-Sun),Good,3.7,72.0,https://www.zomato.com/mumbai/agrawals-juice-n-fast-food-ghatkopar-east/info
84,Link  Way Restaurant,500.0,Mumbai,Jogeshwari,"12noon to 4pm,8pm to 1am(Mon-Sun)",Not rated,,,https://www.zomato.com/mumbai/link-way-restaurant-jogeshwari/info
85,Lajawab Kabab Corner,150.0,Mumbai,Sakinaka,4pm to 1am(Mon-Sun),,,,https://www.zomato.com/mumbai/lajawab-kabab-corner-sakinaka/info
86,Rajyog,800.0,Mumbai,Bandra East,1130am to 1230AM(Mon-Sun),Good,3.6,83.0,https://www.zomato.com/mumbai/rajyog-bandra-east/info
87,Ruchi,500.0,Mumbai,Jogeshwari,"10am to 3pm,6pm to 1230AM(Mon-Sun)",Average,3.2,6.0,https://www.zomato.com/mumbai/ruchi-jogeshwari/info
88,Star Of China,800.0,Mumbai,7 Bungalows-- Andheri West,"12midnight to 1am,12noon to 12midnight(Mon-Sun)",Good,3.6,155.0,https://www.zomato.com/mumbai/star-of-china-7-bungalows/info
89,Kababchini,700.0,Mumbai,Borivali West,1130am to 1250AM(Mon-Sun),Good,3.5,265.0,https://www.zomato.com/mumbai/kababchini-borivali-west/info
90,Renault Bar & Restaurant,650.0,Mumbai,Byculla,11am to 1230AM(Mon-Sun),Good,3.8,145.0,https://www.zomato.com/mumbai/renault-bar-restaurant-byculla/info
91,Hotel Amrut Punjab,700.0,Mumbai,Kalyan,1030am to 130am(Mon-Sun),Good,3.5,30.0,https://www.zomato.com/mumbai/hotel-amrut-punjab-kalyan/info
92,Sai Leela Hotel,600.0,Mumbai,Mira Road,1030am to 1230AM(Mon-Sun),Not rated,,,https://www.zomato.com/mumbai/sai-leela-hotel-mira-road/info
93,Scooper N Shakker,200.0,Mumbai,Bhayandar,12noon to 1230AM(Mon-Sun),Average,3.4,32.0,https://www.zomato.com/scoopernshakker/info
94,China 65,300.0,Mumbai,Malad East,10am to 3am(Mon-Sun),Average,3.1,4.0,https://www.zomato.com/mumbai/china-65-malad-east/info
95,Supreme Chinese,150.0,Mumbai,Sakinaka,11am to 1am(Mon-Sun),Average,2.7,28.0,https://www.zomato.com/mumbai/supreme-chinese-sakinaka/info
96,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
97,The Fiesta,600.0,Mumbai,Sakinaka,"11am to 3pm,6pm to 3am(Mon-Fri),11am to 3am...",Very Good,4.0,72.0,https://www.zomato.com/mumbai/the-fiesta-sakinaka/info
98,Tempting Food,500.0,Mumbai,Kandivali West,12noon to 130am(Mon-Sun),Average,2.5,57.0,https://www.zomato.com/mumbai/tempting-food-kandivali-west/info
99,Mr Kalam,300.0,Mumbai,Charni Road,1pm to 1am(Mon-Sun),Good,3.6,47.0,https://www.zomato.com/mumbai/mr-kalam-charni-road/info
100,Appetite - Resto Bar,700.0,Mumbai,Powai,"12noon to 4pm,630pm to 130am(Mon-Sun)",Good,3.7,178.0,https://www.zomato.com/mumbai/appetite-resto-bar-powai/info
101,Oriental Origins,400.0,Mumbai,Borivali East,8pm to 4am(Mon-Sun),Good,3.7,25.0,https://www.zomato.com/mumbai/oriental-origins-borivali-east/info
102,Sirf 160,650.0,Mumbai,Goregaon West,"1130am to 4pm,630pm to 1am(Mon-Sun)",Good,3.5,18.0,https://www.zomato.com/mumbai/sirf-160-goregaon-west/info
103,The Good Bowl,500.0,Mumbai,Chandivali,10am to 3am(Mon-Sun),Good,3.7,34.0,https://www.zomato.com/mumbai/the-good-bowl-chandivali/info
104,Kitchen Table,800.0,Mumbai,Khar,"12noon to 330pm,7pm to 6am(Mon-Sun)",Good,3.6,36.0,https://www.zomato.com/mumbai/kitchen-table-khar/info
105,51 Rainbow Ice Cream & Shakes,300.0,Mumbai,Byculla,"12noon to 1am(Mon-Thu),12noon to 2am(Fri-Sun)",Good,3.6,48.0,https://www.zomato.com/mumbai/51-rainbow-ice-cream-shakes-byculla/info
106,The Dark Kitchen,600.0,Mumbai,Manpada-- Thane West,12noon to 4am(Mon-Sun),,,,https://www.zomato.com/mumbai/the-dark-kitchen-manpada-thane-west-thane/info
107,Mokart,200.0,Mumbai,Khar,"1130am to 330pm,7pm to 1130pm...",,,,https://www.zomato.com/mumbai/mokart-khar/info
108,The Bukhara Kitchen,400.0,Mumbai,Kurla,"12noon to 330pm,7pm to 1230AM(Mon-Sun)",,,,https://www.zomato.com/mumbai/the-bukhara-kitchen-kurla/info
109,China Hut,400.0,Mumbai,Andheri Lokhandwala-- Andheri West,"7pm to 4am(Mon-Fri),12noon to 4pm,5pm to 4am...",Good,3.5,165.0,https://www.zomato.com/mumbai/china-hut-andheri-lokhandwala/info
110,Chicago Waffles & Shakes,150.0,Mumbai,Goregaon West,12noon to 2am(Mon-Sun),,,,https://www.zomato.com/mumbai/chicago-waffles-shakes-goregaon-west/info
111,Chilli Dilli,400.0,Mumbai,Goregaon East,"1145am to 4pm,645pm to 12midnight...",Good,3.9,507.0,https://www.zomato.com/mumbai/chilli-dilli-goregaon-east/info
112,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
113,Roshan Bakery,250.0,Mumbai,Mohammad Ali Road,8am to 130am(Mon-Sun),Good,3.6,86.0,https://www.zomato.com/mumbai/roshan-bakery-mohammad-ali-road/info
114,Shree Prasad Lunch Home,600.0,Mumbai,Chembur,11am to 1am(Mon-Sun),Good,3.6,31.0,https://www.zomato.com/mumbai/shree-prasad-lunch-home-chembur/info
115,Fudboy,500.0,Mumbai,Vasai,"12midnight to 3am,6pm to 12midnight(Mon,Wed...",Average,3.4,109.0,https://www.zomato.com/mumbai/fudboy-4-vasai/info
116,Pink Sugar,500.0,Mumbai,Carter Road-- Bandra West,1030am to 1230AM(Mon-Sun),Good,3.9,259.0,https://www.zomato.com/mumbai/pink-sugar-carter-road-bandra-west/info
117,Goregaon Kitchen,400.0,Mumbai,Goregaon East,7pm to 330am(Mon-Sun),,,,https://www.zomato.com/mumbai/goregaon-kitchen-goregaon-east/info
118,Twisted L.A,400.0,Mumbai,Khar,"12noon to 130am(Mon-Tue),12noon to 230am(Wed-Sun)",Very Good,4.0,131.0,https://www.zomato.com/mumbai/twisted-l-a-khar/info
119,Cafe Falak,500.0,Mumbai,Near Andheri East Station,1130am to 1am(Mon-Sun),Good,3.5,40.0,https://www.zomato.com/mumbai/cafe-falak-near-andheri-east-station/info
120,The Burger Pit,1200.0,Mumbai,Borivali West,12noon to 12midnight(Mon-Sun),Very Good,4.4,300.0,https://www.zomato.com/mumbai/the-burger-pit-1-borivali-west/info
121,Stir Fry Grill,850.0,Mumbai,Malad West,"11am to 330pm,6pm to 1130pm(Mon-Sun)",Very Good,4.2,1771.0,https://www.zomato.com/mumbai/stir-fry-grill-malad-west/info
122,Tazza,350.0,Mumbai,Mahim,11am to 1130pm(Mon-Sun),Good,3.9,448.0,https://www.zomato.com/mumbai/tazza-mahim/info
123,Saroj,550.0,Mumbai,Chembur,"Closed(Mon),7am to 1030pm(Tue-Sun)",Very Good,4.1,366.0,https://www.zomato.com/mumbai/saroj-chembur/info
124,Popular,350.0,Mumbai,Lower Parel,"9am to 11pm(Mon-Sat),3pm to 11pm(Sun)",Very Good,4.1,661.0,https://www.zomato.com/mumbai/popular-lower-parel/info
125,Rolls On Coals,300.0,Mumbai,Vasai,1130am to 11pm(Mon-Sun),Very Good,4.0,631.0,https://www.zomato.com/mumbai/rolls-on-coals-vasai/info
126,Too Much Drama,600.0,Mumbai,Vashi,"5pm to 1130pm(Mon),1pm to 1130pm(Tue-Sun)",Excellent,4.7,136.0,https://www.zomato.com/mumbai/too-much-drama-vashi-navi-mumbai/info
127,Italy in a Box,750.0,Mumbai,Khar,"12noon to 1130pm(Mon-Fri),12noon to 1230AM...",Very Good,4.1,563.0,https://www.zomato.com/mumbai/italy-in-a-box-khar/info
128,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
129,Cafe Monza,1000.0,Mumbai,Kharghar,"10am to 11pm(Mon),8am to 11pm(Tue-Sun)",Excellent,4.5,3389.0,https://www.zomato.com/mumbai/cafe-monza-kharghar-navi-mumbai/info
130,DP's The Fast Food Centre,1000.0,Mumbai,Matunga East,8am to 1130pm(Mon-Sun),Good,3.9,2300.0,https://www.zomato.com/mumbai/dps-the-fast-food-centre-matunga-east/info
131,Shobhaa Only Veg,800.0,Mumbai,Parel,"1130am to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.9,445.0,https://www.zomato.com/mumbai/shobhaa-only-veg-parel/info
132,Kathi Kabab Roll,250.0,Mumbai,Lower Parel,11am to 930pm(Mon-Sun),Very Good,4.1,1274.0,https://www.zomato.com/mumbai/kathi-kabab-roll-lower-parel/info
133,Cakes & Rolls,250.0,Mumbai,Marol,6am to 10pm(Mon-Sun),Very Good,4.0,449.0,https://www.zomato.com/mumbai/cakes-rolls-marol/info
134,MM Mithaiwala,300.0,Mumbai,Malad West,6am to 12midnight(Mon-Sun),Good,3.9,604.0,https://www.zomato.com/mumbai/mm-mithaiwala-malad-west/info
135,Casa De Cafe,500.0,Mumbai,Worli,930am to 12midnight(Mon-Sun),Good,3.7,79.0,https://www.zomato.com/mumbai/casa-de-cafe-worli/info
136,PEFE,850.0,Mumbai,Andheri Lokhandwala-- Andheri West,12noon to 12midnight(Mon-Sun),Very Good,4.3,446.0,https://www.zomato.com/mumbai/pefe-andheri-lokhandwala/info
137,Taco Bell,550.0,Mumbai,Oberoi Mall-- Goregaon East,11am to 11pm(Mon-Sun),Good,3.7,1559.0,https://www.zomato.com/mumbai/taco-bell-goregaon-east/info
138,The Budapest Bakehouse,350.0,Mumbai,Khar,12noon to 12midnight(Mon-Sun),Very Good,4.1,1012.0,https://www.zomato.com/mumbai/the-budapest-bakehouse-khar/info
139,King's Shawarma,250.0,Mumbai,Mohammad Ali Road,"Closed(Mon),4pm to 12midnight(Tue-Sun)",Very Good,4.0,462.0,https://www.zomato.com/mumbai/kings-shawarma-mohammad-ali-road/info
140,Mystery Box,550.0,Mumbai,Malad West,"12noon to 12midnight(Mon-Fri),12noon to 1am...",Veľmi dobré,4.2,636.0,https://www.zomato.com/mumbai/mystery-box-malad-west/info
141,Mama Mia!,600.0,Mumbai,Charni Road,11am to 11pm(Mon-Sun),Good,3.9,560.0,https://www.zomato.com/mumbai/mama-mia-charni-road/info
142,Laxman's Om Vada Pav,100.0,Mumbai,Ghatkopar East,"Closed(Mon),9am to 930pm(Tue-Sun)",Very Good,4.0,342.0,https://www.zomato.com/mumbai/laxmans-om-vada-pav-ghatkopar-east/info
143,Blue Tokai Coffee Roasters,550.0,Mumbai,Pali Hill-- Bandra West,"8am to 11pm(Mon,Tue,Fri,Sat,Sun),6pm to 11pm...",Very Good,4.1,366.0,https://www.zomato.com/mumbai/blue-tokai-coffee-roasters-pali-hill-bandra-west/info
144,NAME,,CITY,REGION,TIMING,RATING_TYPE,,,URL
145,Da Capo Cafe & Bistro,850.0,Mumbai,Kharghar,7am to 11pm(Mon-Sun),Very Good,4.4,2822.0,https://www.zomato.com/mumbai/da-capo-cafe-bistro-kharghar-navi-mumbai/info
146,Gypsy Corner,300.0,Mumbai,Dadar Shivaji Park,10am to 12midnight(Mon-Sun),Very Good,4.1,679.0,https://www.zomato.com/mumbai/gypsy-corner-dadar-shivaji-park/info
147,Mao The Family Restaurant,900.0,Mumbai,Azad Nagar,11am to 12midnight(Mon-Sun),Good,3.9,484.0,https://www.zomato.com/mumbai/mao-the-family-restaurant-azad-nagar/info
148,Sizzle House Dine In,1000.0,Mumbai,Dadar Shivaji Park,12noon to 12midnight(Mon-Sun),Good,3.9,1521.0,https://www.zomato.com/mumbai/sizzle-house-dine-in-dadar-shivaji-park/info
149,Biryani Guru,750.0,Mumbai,CBD-Belapur,10am to 11pm(Mon-Sun),Very Good,4.2,1268.0,https://www.zomato.com/mumbai/biryani-guru-cbd-belapur-navi-mumbai/info
150,The Northern Vibe,300.0,Mumbai,Galleria Shopping Centre-- Powai,"12noon to 1130pm(Mon-Thu),12noon to 12midnight...",Excelente,4.8,145.0,https://www.zomato.com/mumbai/the-northern-vibe-powai/info
151,Radha Krishna,600.0,Mumbai,Borivali West,"810am to 1140pm(Mon-Tue),8pm to 1140pm...",Good,3.8,575.0,https://www.zomato.com/mumbai/radha-krishna-borivali-west/info
152,Indiana Water's,1200.0,Mumbai,Korum Mall-- Khopat-- Thane West,11am to 1130pm(Mon-Sun),Very Good,4.3,1674.0,https://www.zomato.com/mumbai/indiana-waters-khopat-thane-west/info
